id,message_id,message_clean,language,sentiment_label,sentiment_score,sentiment_source,word_count,virality_score
6967,7057,"Как по девушке понять, что игра будет легкой?",ru,neutral,0.9097,rubert-tiny2,8,157.0
6968,7058,не нажала конферм ? что делать,ru,neutral,0.6487,rubert-tiny2,6,156.0
6969,7059,Где найти дневные подработки,ru,neutral,0.9219,rubert-tiny2,4,156.0
6970,7060,"У нас по Professional Oriented Language 2 поставили Marziya Shaikym. Она нормально преподает? Никакой иеформации о ней не нашли, ни фото, ни почты",ru,neutral,0.7541,rubert-tiny2,23,155.2
6972,7062,Кидайте свои Duolingo юзеры будем вместе учиться,ru,neutral,0.8751,rubert-tiny2,7,153.2
6975,7065,"крч идея для подката😆 идете в кантин во время длинной очереди и просите спереди стоящего человека (девушка или парень) купить вам что-то, говоря что прям сейчас скинете деньги на каспи. Все жб соглашаются. он/-а будет же диктовать номер, который останется у вас в чеке. И дальше спрашиваете «У такого красавца есть девушка?» / «У такой красавицы есть парень?»😏 и дальше если скажут «нет девушки/парня» , то потом пишите им на ватсап и переписываетесь 😂😂 ребята, делайте первый шаг если кто-то понравился. никогда не тормозите. а то кто-то другой возьмет и украдет вашего краша😁",ru,neutral,0.7403,rubert-tiny2,93,927.8
6978,7068,"Инстаграмда сторисқа, постқа, ноутсқа өлең қойғанда, сөздің мағынасына қарайсыңдар ма? Или чисто вайбына?",kk,positive,0.538,rembert-issai,13,187.0
6979,7069,"Как вернуть мотивацию учиться? Не только учеба в универ, типа гпа, степендия. А в целом мотивация к учебе, знания. My russian is bad)",ru,neutral,0.7125,rubert-tiny2,23,360.4
6981,7071,Кто хочет любви и мира А я хочу нести мир и разрушение в этот мир Как долго это подростковый максимализм будет длится,ru,neutral,0.4603,rubert-tiny2,22,183.6
6982,7072,Ктл да атеистар бар ма,kk,positive,0.5942,rembert-issai,5,261.6
6984,7074,Где можно бесплатно посмотреть аниме в ориг англ озвучке?🙏🏾🙏🏾,ru,neutral,0.9331,rubert-tiny2,9,168.4
6986,7076,"Можете посоветовать дорамы с школьными/уличными драками. Понравился Слабый герой, Отрочество, Охотничье псы",ru,neutral,0.7991,rubert-tiny2,12,233.8
6988,7078,Из за Морозов сабактарды отменить етпима екен? Типо онлайн деген жокпа?,ru,neutral,0.6096,rubert-tiny2,11,285.8
6989,7079,"Қаскелеңде қандай жұмыс бар істейтін, істеп жургендер барма?",kk,positive,0.6777,rembert-issai,8,166.6
6990,7080,How to return the desire to live?,en,pending_llm,0.0,llm_queue,7,164.6
6991,7081,"кто брал абонемент 1фит, стоит брать? это реально выгоднее и удобнее, или стоит лучше купить простой в зале рядом. просто у меня появилось желание поэксперементировать в этом году, и думаю стоит покупать годовой абонемент или нет. или стоит сразу двухготовому присмотреться?",ru,neutral,0.7445,rubert-tiny2,41,166.4
6992,7082,"Қыздар балдар маған совет беріндерші, как можно открыться к миру и стать увереннее? Я не скажу что я прям закрытый человек, но мне все таки нужно больше работать над собой, чтобы стать увереннее в себе🙏🏻 Я прям хочу быть девушкой, которая не думает а о чем подумает другие, что они обо мне скажут, которая умеет постоять за себя",mixed_kk_ru,pending_llm,0.0,llm_queue,58,205.2
6993,7083,Одноразка керек достар Одноразка сататын Жан барма,kk,positive,0.6712,rembert-issai,7,170.4
6995,7085,Чемербаева Аида қалай Б1,kk,positive,0.6888,rembert-issai,4,201.8
6996,7086,Катира по французскому қалай?,kk,positive,0.6015,rembert-issai,4,202.6
6997,7087,Oxana Syurmen қандай апай англ?,kk,positive,0.5779,rembert-issai,5,310.6
6998,7088,Диана Райдер normal апайка? Стоит ли брать?,ru,neutral,0.9047,rubert-tiny2,7,701.8
6999,7089,посоветуйте игры которые можно провести на уроке со студентами. лучше онлайн игры развлекательные чтобы быстро запустить и поиграть,ru,neutral,0.9076,rubert-tiny2,18,287.4
7000,7090,"Мой 25 летний двоюродный брат выезживался, говоря, что он общается со старшими челиками и что он со мной не сможет найти общего языка. Мне 20. Все окончилось тем, что я и еще три двоюродных родственников (а нас всего лишь 7) перестали его уважать как личность. Ибо нехуй быть закомплексованным петухом и стыдится общения с младшими.",ru,neutral,0.6874,rubert-tiny2,55,411.0
7001,7091,сабақ әлі басталған жоқ но уже заебалым шығып кетті👹 когда каникулы?,mixed_kk_ru,pending_llm,0.0,llm_queue,11,847.0
7002,7092,"помогите советом плиз🙏 если я первокурсник то могу ли я брать предметы 2-3х курсов которые в curriculum помечены как «available»? типа лингвистика, вестерн литература и тд? просто в этом семестре оч неудобное расписание там 1-2 class 5 дней в неделю и большие окошки и хотелось бы хоть чем-то забить время. да и работы в этом семестре не будет, так что хоть свободное время куда-то солью?",ru,neutral,0.8753,rubert-tiny2,65,200.0
7003,7093,Сабақта 4 адамғана отыруы мүмкінба? Мудлды қарасам 4ақ партисипантс деп шығып тұр,kk,negative,0.521,rembert-issai,12,198.6
7004,7094,"девушки, которые живут в городе, давайте вместе ходить в зал, я одна боюсь😭🙏🙏🙏",ru,neutral,0.6412,rubert-tiny2,13,243.0
7005,7095,В какие дни проходят собрание арт клуб,ru,neutral,0.8119,rubert-tiny2,7,195.4
7008,7098,Мадина Абаевна Прикладное право дагы танитындар жазындарш номеры керек😔,kk,negative,0.5461,rembert-issai,9,175.8
7009,7099,адеми сулу узын бойлы сымбатты кыз тауп беринш агайын,other,pending_llm,0.0,llm_queue,9,264.8
7011,7101,25теры аэропорттан қайтатындар барма десем қате ма,kk,negative,0.562,rembert-issai,7,189.0
7012,7102,"Админ шгаршы , гаис Ешкм былмима қалай счет блоктан алуга болад киналып кеттыкои , мошенниктарга урынып кароче наличкага ауыстым ,комектесндерш как можно блоктан алуга счетты , уже дп га барлык банк таран бардм дм комектесе алмады",mixed_kk_ru,pending_llm,0.0,llm_queue,36,182.4
7013,7103,Ема мороженое акеп бериндерши алтын аул кимде бар каз олем всё куплю,kk,positive,0.651,rembert-issai,12,197.0
7014,7104,"Достар, скиньте пожалуйста ссылку чата ИС’28",ru,neutral,0.9111,rubert-tiny2,6,194.4
7015,7105,"туркиш светлана бармай калсан болама, первый день же какникак",ru,neutral,0.565,rubert-tiny2,9,224.6
7016,7106,"Здравствуйте, а как войти в арт клуб или любые другие клубы в этом семестре? Кому писать и где узнавать информацию о том как войти в клуб?",ru,neutral,0.8786,rubert-tiny2,26,274.8
7017,7107,Моя девушка не умеет целоваться 🥲,ru,neutral,0.6647,rubert-tiny2,6,326.0
7018,7108,"Действительно ли девушек трогает когда парни плачут? У меня такое ощущение что если я заплачу перед своей девушкой, она потеряет весь интерес ко мне..",ru,neutral,0.51,rubert-tiny2,24,218.2
7019,7109,Бүгін кешке Алтын Ордадан Қаскелеңге қайтатындар жоқ па? Ала кетіңдерші мені де,kk,positive,0.722,rembert-issai,12,171.4
7020,7110,"достар совет керек икт Айым апайды алгам(кз)кандай апай ол?сабактары қалай отеды,тапсырмаларды қалай береды?Диана апайды алу стоит па дроп аптада комектесн(коркып турм бырак)квота жетпи калама Дианага деп.еще seach by code дегенде жокко карайтн квотаны,дропать ету керек чтобы карау ушын.комектесншы пожалуйста",kk,negative,0.5131,rembert-issai,39,172.0
7021,7111,Highlights of western literature киын ба биринши курс едим😭,other,pending_llm,0.0,llm_queue,9,229.0
7022,7112,"Когда открывается платный портал, (если не нажал на конфирм) цена за один кредит относится к MDE или к Program?",ru,neutral,0.8715,rubert-tiny2,19,198.0
7023,7113,а ведь он не догадывается что я все еще очень сильно люблю его,ru,neutral,0.475,rubert-tiny2,13,249.0
7025,7115,январьда стипендия түсема или күтіп басты қатырмай-ақ қояйық па,kk,negative,0.5229,rembert-issai,9,155.0
7026,7116,Че как у всех начался первый день учебы?,ru,neutral,0.7129,rubert-tiny2,8,155.0
7028,7118,"посоветуйте что-то что похоже на кастлавению посмотреть можно? ноктюрн не удовлетворил, нужно еще вампиров. можно даже не аниме, но где вайб похож",ru,neutral,0.8264,rubert-tiny2,22,213.0
7030,7120,Сабак окып журип бравл Старс тан 60 мын кубокка апардым 😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨,other,pending_llm,0.0,llm_queue,11,378.2
7031,7121,За неделю поднял пулю с 400 до 1200 в чес ком СИЛАЧь,ru,neutral,0.6144,rubert-tiny2,12,314.4
7032,7122,"Срочно, H 02 это где",ru,negative,0.5355,rubert-tiny2,5,206.8
7033,7123,"Если я вернул стипендию, оно поступит в январе?",ru,neutral,0.7423,rubert-tiny2,8,183.0
7034,7124,Что за пикми поведение носить каблуки и одеваться как на свидание в первый учебный день??? Девушки к вам вопросов нет,ru,neutral,0.8976,rubert-tiny2,20,615.4
7035,7125,"кто ходил к психиатру, как это обычно проходит, есть ли места, куда можно сходить? в жануе есть? лучше в городе же, да? а куда. помогите пожалуйста, со мной что-то не то, хочу проконсультироваться. возможно мне к неврологу нужно",ru,neutral,0.8605,rubert-tiny2,38,184.0
7037,7127,Балдар қыздар біреуде сататын қолданылған болсын normal пенсл юсб барма сататындар болса жазып кетіңдерші өзм жазам,kk,positive,0.7195,rembert-issai,16,166.8
7038,7128,"если на ночную смену устроюсь, умру?",ru,neutral,0.8158,rubert-tiny2,6,348.6
7039,7129,Мудачка ли если я республиканский олимпиадник по англ но сдала инфмат и учусь на айти,ru,neutral,0.802,rubert-tiny2,15,213.4
7042,7132,а куда писать о том что учитель все еще не выставил оценки за фх?,ru,neutral,0.6772,rubert-tiny2,14,167.8
7044,7134,Лариса по Калкулусу normal препод? Кулату деген жокпа,other,pending_llm,0.0,llm_queue,8,173.4
7045,7135,"Бүгін магазинге барған едім ішім пысып не аларымды білмей сокты ұзақ қараппп бір бала жүрді магазинде тоже и мен все таки ол сокты алмайм деп шештім так как үйде бар нестим деп сосын баска затты алып магазиннен шықсам жанағы бала мен қойып кеткен сокты алып келіп мынау сізге жаңа алғыңыз келіп еді деп беріп кетті, мило🥹 Көп көп рахмеет🫶🏻",mixed_kk_ru,pending_llm,0.0,llm_queue,59,905.6
7046,7136,"Да нахуй эту Палестину. Палестина поддержала Китай, когда наших братьев и сестер на востоке посадили в лагеря. Нахуй, нам поддерживать их? Пусть сами сопротивляются жидам.",ru,negative,0.5064,rubert-tiny2,25,247.4
7047,7137,"Достар, я сейчас 2курсник, у меня был retake на самом первом семестре по икт. Но я вернул стипендию в этом семаке, но до сих пор еще не закрыл ретейк. Интересно, поступает ли стипендия если ретейки не закрыты?",ru,neutral,0.6741,rubert-tiny2,37,174.8
7048,7138,"ребята,тут есть люди которые фанатеют по ОЧЕНЬ СТРАННЫЕ ДЕЛА? мне нужно urgent обсудить байлеров и в целом сериал🤧",ru,neutral,0.7341,rubert-tiny2,18,169.2
7049,7139,А можно предмет по которому летка не учить летом а в след семестре?,ru,neutral,0.8549,rubert-tiny2,13,167.4
7051,7141,мудлда неге участники коринбейди,kk,negative,0.6038,rembert-issai,4,229.4
7052,7142,"urgent ‼️‼️‼️🥲 у нас в универе есть парень (кажется 3–4 курс) раньше снимал тикток на тему феминизма(то что запомнила).Он часто бывает в F-блоке худощавый, рост примерно 180±, обычно в чёрной куртке. если кто-то знает его инстаграм или тикток напишите, пожалуйста 🙏 хочу задать ему один вопрос.",ru,neutral,0.8746,rubert-tiny2,46,253.2
7053,7143,2 курсқа дейін ects 60тан аз болмау керекпа?,kk,positive,0.532,rembert-issai,8,184.0
7054,7144,есжатова сауле лексикология normal препод?,ru,neutral,0.8666,rubert-tiny2,5,170.6
7055,7145,"стоп, у нас есть предметы которые обязательны к прохождению?",ru,neutral,0.8758,rubert-tiny2,9,209.6
7056,7146,"если я получила aw, а затем заново прошла этот курс , то смогу ли я получить красный? или нет",ru,neutral,0.6985,rubert-tiny2,19,164.2
7059,7149,Бүгін сағат 8:42де пойыз тоқтайды. Қаскелеңге осы уақытта баратындар жоқ па таксимен? Бірге барайық.,kk,positive,0.5064,rembert-issai,14,175.6
7061,7151,"кто то пробывал university пройти за 3 года, каждый семак беря по 40 ects",ru,neutral,0.8431,rubert-tiny2,14,168.6
7062,7152,"у нас куратор отправил док с онлайн уроками, но там нет истории казахстана, а в расписании написано что онлайн",ru,neutral,0.7694,rubert-tiny2,19,165.4
7063,7153,Эдд дроп кашан болад,ru,negative,0.562,rubert-tiny2,4,189.8
7064,7154,Кімде переходник бар макбукқа,kk,positive,0.7039,rembert-issai,4,162.6
7066,7156,был же сайт где можно сделать расписание примерно да фейковый такой отправьте пожалуйста вопрос жизни и смерти,ru,neutral,0.5007,rubert-tiny2,17,172.2
7067,7157,Как понять что у тебя летка?,ru,neutral,0.9142,rubert-tiny2,6,178.8
7068,7158,Калжан Ракиш normal по англ б1 академик? Стоит ли продолжать обучаться у нее?,ru,neutral,0.9167,rubert-tiny2,13,172.6
7069,7159,Кому по аккаунтингу преподает не Нури?,ru,neutral,0.9461,rubert-tiny2,6,182.2
7070,7160,"я должна взять английский, но у меня все варианты не совпадают с моими мейнами. куда нужно пойти чтобы открыть не квоты, а новые варианты времени англ? ссбл, хелп",ru,neutral,0.5267,rubert-tiny2,28,218.0
7071,7161,Туркиш А2 другую книгу надо брать в библио? Первую сдать обратно?,ru,neutral,0.8762,rubert-tiny2,11,234.8
7072,7162,Во время адд/дропа деканат только в первый день добавляет квоты вживую если пойти?,ru,neutral,0.7561,rubert-tiny2,13,236.2
7073,7163,"Дш, футбол, волейбол алыпта, тернажерный залга кыре берсе боладыма, жане аптасына 3 рет барсада боладыма",other,pending_llm,0.0,llm_queue,15,199.6
7074,7164,Кннің музыкасы акетіп атыр ше,kk,positive,0.5942,rembert-issai,5,203.4
7075,7165,"Привет ребята, у нас на канале есть магистранты? Есть вопрос: Я учусь на гранте, и после универа хочу поступить на магистратуру на другую специальность, не знаю как получиться платно или на грант. Считается ли магистратура как отработка? В каком случае она будет как отработка гранта?",ru,neutral,0.9401,rubert-tiny2,45,246.4
7076,7166,Если я первокурсник тфл то какие предметы 2-3 курсов стоит взять на этот семестр чтобы потом в будущем не париться над ними?,ru,neutral,0.9174,rubert-tiny2,22,175.0
7077,7167,"Пишут ли учителя или кураторы рекомендательное письмо, например для поступления в магистратуру",ru,neutral,0.9383,rubert-tiny2,12,275.2
7078,7168,А есть халявные учителя по англ?уровень а1+,ru,neutral,0.5918,rubert-tiny2,7,228.2
7079,7170,"Если получить абсенс по предмету, потом дропнуть его и взять этот предмет заново но у другого учителя, абсенсы останутся?",ru,neutral,0.8118,rubert-tiny2,19,227.8
7080,7171,"Всем привет! У меня знакомая думает поступить на специальность прикладная психология, которая ведется на английском. Если у вы учитесь на этой специальности или если у вас знакомые оттуда, отзовитесь, пожалуйста, хочу задать несколько вопросов. Hello everyone! My acquaintance considers of enrolling to the field of applied psychology, which is taught in English. If you study there or if you know anyone from there, please let me know, I want to ask a few questions.",ru,neutral,0.8533,rubert-tiny2,74,220.8
7081,7172,Хочу узнать после универа я хочу в магистру. Но желательно в другую страну. В какие страны легче поступать? В направлении it.,ru,neutral,0.7643,rubert-tiny2,21,215.0
7082,7173,Айнур Абдразакова фин 202 какой у нее силлабус? И в целом какая она,ru,neutral,0.7862,rubert-tiny2,13,169.4
7083,7174,дайте фидбэк на салтанат каримсаттар,ru,neutral,0.8143,rubert-tiny2,5,218.6
7084,7175,"Я потерял айди карту, как я могу сделать новую? В эдвайзер дэск говорят что надо через портал, но я не понимаю ☹️",ru,neutral,0.5235,rubert-tiny2,22,178.2
7085,7176,наурызда 1 апта демалыс береді деген шын ба?,kk,negative,0.6126,rembert-issai,8,187.0
7086,7177,Кто учился у Кундызай английский A1+,ru,neutral,0.8907,rubert-tiny2,6,176.0
7088,7179,"Достар короче бізде бір ағайдын сабағы қиын екен. Соған өзіде айтты дроп жасандар қиын болса деп. И я хочу сделать дроп(я на гранте), сол платно болады ма?",kk,positive,0.6094,rembert-issai,27,176.6
7090,7181,"хочу показать родственнику универ, но что нужно сделать, чтобы его пропустили через турникеты? на кпп охранникам на месте это сказать или как?",ru,neutral,0.6001,rubert-tiny2,22,247.8
7091,7182,Усаме не жамандык истейди айтындарш пж дроп жасай салайнба англды тыныштык кылып первашпым тук танымаймын мыналарды 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,other,pending_llm,0.0,llm_queue,17,288.6
7093,7184,Срочноо все спят не у кого спросить в общяге Завтрак до скольки дают???,ru,neutral,0.7733,rubert-tiny2,13,199.2
7094,7185,Мде деканат в пн со скольки работает? Не знаете?,ru,neutral,0.7827,rubert-tiny2,9,189.2
7095,7186,"откуда у людей инфа о том что степка будет поступать 30 января? ну ладно в прошлом году в декабре она поступила рано, а в январе поздно. НО В ЭТОМ УЧЕБНОМ ГОДУ ЖЕ В ДЕКАБРЕ ПОСЛЕ 20ГО ПОСТУПИЛА",ru,neutral,0.5101,rubert-tiny2,37,192.0
7096,7187,"Все женщины слабы в шахматах. Они глупы по сравнению с мужчинами. Они не могут сосредоточиться, уних нет выносливости и они не креативны. Все они - рыбы. Сказал очень великий человек",ru,neutral,0.6246,rubert-tiny2,30,559.4
7099,7190,какие нормальные бесповодные наушники можно купить на каспи за 10к? ары кетсе 15к,ru,neutral,0.6425,rubert-tiny2,13,192.8
7100,7191,Ушыншы этаждагы донеркадан осындай шыкты жемендер,other,pending_llm,0.0,llm_queue,6,884.6
7102,7193,"Где в Каскелене продают хорошие сладкие булочки с маком? Подскажите, пожалуйста. Племяшка очень просит, а я не очень то и знаю",ru,neutral,0.8042,rubert-tiny2,21,204.4
7103,7194,Тарихтан Болат Шайменов attendance алып журма?,ru,neutral,0.8163,rubert-tiny2,6,196.2
7104,7195,Айгерим Кенжегарина normal учитель по английскому?,ru,neutral,0.896,rubert-tiny2,6,292.2
7106,7197,"Добавили информацию по оценкам на наш сайт, что бы еще удобнее было выбирать тичеров не только по комментам. сайт: sduangme.ru + как миниапп у бота🥰 если будут ошибки предложения и тд пишите челу в закрепе",ru,neutral,0.8664,rubert-tiny2,35,1714.0
7108,7199,Покажите по братский,ru,neutral,0.9286,rubert-tiny2,3,902.4
7109,7200,Телефонда IMEI қалай тіркейтінін білетіндер барма? Еговтан қаншама рет заявка берсемда қабылдамай жатыр.,kk,negative,0.7459,rembert-issai,13,200.8
7111,7202,"Дайте оценку данному преподавателю, пипец страшно. Много ли она homework задает, строгая, сложно ли у нее в целом ? В1 англ 🙏🏻🙏🏻",ru,neutral,0.8116,rubert-tiny2,22,292.4
7112,7203,"Можно ли сменить учителя с помощью адд дроп,если например я хочу поменять учителя по турецкому",ru,neutral,0.805,rubert-tiny2,15,191.6
7113,7204,Добавили оценки к практикам тоже Обновили информацию кароче кароче теперь почти у всех тичеров можно посмотреть какие конечные оценки были у студентов их группы T-Theory P-Practice L-Lab,ru,neutral,0.8798,rubert-tiny2,27,660.4
7114,7205,"Кто настолько охуел, чтобы ставить Идрису 6 из 10",ru,neutral,0.5789,rubert-tiny2,9,424.8
7115,7206,где можно работать если каждый день уроки по чуть чуть,ru,neutral,0.7991,rubert-tiny2,10,194.2
7116,7207,normal ли дарить браслет реплику от пандоры с вб?,ru,neutral,0.9052,rubert-tiny2,9,328.4
7117,7208,Не знаете где можно купить хорошую мотивационное письмо? Направление it. Для магистратуры,ru,neutral,0.8562,rubert-tiny2,12,258.8
7118,7209,"ДЕВУШКИ ВЫ ЛУЧШИЕ СОЗДАНИЯ В МИРЕ БЕЗ ВАС БЫ МЫ НЕ ПРОЖИЛИ НЕ МИЛЛИСЕКУНДЫ,МЫ БЕЗ ВАС КАК БЕЗ ВОЗДУХА,СПАСИБО ЧТО ВЫ СУЩЕСТВУЕТЕ МЫ ВАС ОЧЕНЬ ЛЮБИМ)😘",ru,neutral,0.3821,rubert-tiny2,26,1230.2
7119,7210,"Постоянно вижу посты про девушек и решил, что пора написать про нас, мужики Пацаны, просто хочу напомнить вы лучшие! Без вашей энергии, движа и мужского стержня всё бы просто заглохло. Давайте топитьь до конца, добиваться целей и никогда не сдаваться.И я горжусь тем, что мы учимся в одном унике. Keep grinding !🫡🥷🏻",ru,positive,0.7089,rubert-tiny2,52,1245.0
7121,7212,Самые красивые учителя в сду?,ru,positive,0.6099,rubert-tiny2,5,182.6
7122,7213,Выгодные цены на премиум подписки💰 📱 Chat GPT : • Plus месяц - 2.500 🔥 личный • Plus месяц - 3.500 на ваш аккаунт 🆕 • Plus месяц - 1.500 общий ( 4 чел на одном аккаунте ) 📱 Google Ai / Gemini: АКЦИЯ • Pro (2TB памяти) год - 8.900 🔥 на вашу почту • Ultra месяц 45000 credits - 12900 🖌 Canva Premium: • Год - 3.900 на вашу почту Гарантия на весь срок 🛡 Поддержка 24/7▶️ Реальные 50+ отзывов на канале🔗 Оплата после подключения 🖥 промокод sduangme дает 10% скидки писать: [USER],ru,positive,0.5478,rubert-tiny2,95,327.8
7123,7214,Qaswa Binte Firdous normal учитель? или можно уже гроб готовить?,ru,neutral,0.8909,rubert-tiny2,10,180.2
7124,7215,Я хочу прийти в university солевой под мефом сидеть на class и устроить скандал с одногруппниками,ru,neutral,0.5512,rubert-tiny2,16,618.2
7125,7216,Почему люди в лицевой маске красивее выглядят чем без неё?,ru,neutral,0.9043,rubert-tiny2,10,190.0
7126,7217,"У касвы надо прям готовиться к её куизам и midterm и как раз таки из-за них многие остались недовольны своими оценками. А ещё она строго смотрит на презентацию, не на сам слайд (хотя это тоже) но в основном на перформанс - eye contact, not looking at the slides, not talking monotonously and overall it has to be like a fleshed out presentation than a half assed ones we usually do and think the teachers let us slide. not her though",ru,neutral,0.6696,rubert-tiny2,80,202.4
7127,7218,"Посоветуйте пирсинг мастеров, здесь в Каскелене или в Ате за недорого пж",ru,neutral,0.864,rubert-tiny2,12,194.4
7128,7219,"Как думаете стоить ли сделать прокол губы? Сбоку. Думаю, что зубы могут испортиться если будет тереться об украшение. У кого есть такой прокол? Опишите пожалуйста как с ним живётся",ru,neutral,0.8525,rubert-tiny2,29,195.8
7129,7220,Вы бы согласились выйти замуж за индусов?,ru,neutral,0.9304,rubert-tiny2,7,345.6
7131,7222,Бля парень который мне понравился играет в Фифу и today на уроке общий знакомый пизданул что я играю круто туда сюда.. ВЫ БЫ ВИДЕЛИ КАК У НЕГО ГЛАЗА ГОРЕЛИ И ОН УЛЫБАЛСЯ СМОТРЯ НА МЕНЯ СПРОСИВ ПРАВДА ЛИ ЭТО😭😭😭,ru,neutral,0.5037,rubert-tiny2,39,242.0
7132,7223,Найдите пожалуйста парня пососаться охота,ru,neutral,0.9281,rubert-tiny2,5,303.4
7133,7224,"Nurbolat Umerzakov, почему у него такой отзыв? кто в курсе,расскажите подробно, пожалуйста",ru,neutral,0.8884,rubert-tiny2,12,239.4
7134,7225,Хочу сходить на мужской маникюр или кто-то из девочек тут это делает? Хочу ухоженные и не сухие пальцы иметь Кому можно обратиться?,ru,neutral,0.8204,rubert-tiny2,22,289.8
7135,7226,На этой неделе физ ра автомат или нужно идти?,ru,neutral,0.6987,rubert-tiny2,9,221.8
7136,7227,"Стоит идти на ненавистный урок сегодня? Новый учитель,незнакомые люди. Я прям хочу остаться дома а не идти на этот урок. Но с одной стороны получить 2 абсенс не хочется. Во время адд дроп если я дропну этого учителя и верну свой прежний,абсенсы обнулятся или останутся?",ru,negative,0.7105,rubert-tiny2,45,192.8
7137,7228,"как больничный открыть? если у меня прописка в моем родном городе, а временная прописка находится в жануя. А в university пойти я никак не могу",ru,negative,0.6249,rubert-tiny2,25,174.8
7139,7230,Lost and Found кабинеты қашан ашылады ? Очки жоғалтып алған едім .,kk,negative,0.5812,rembert-issai,12,165.0
7141,7232,My friend is depressed I guess. She told me she is having suicidal thoughts. How can I help her? Thanks in advance for advice.💗,en,pending_llm,0.0,llm_queue,24,187.0
7142,7233,Как вам Аида по философии? Можно ли брать ее? Какие у нее критерии оценивания? АДМИН ҚҰДАЙ ҮШІН ӨТКІЗШІ urgent КЕРЕК,mixed_kk_ru,pending_llm,0.0,llm_queue,20,187.8
7143,7234,Асыл арманда туратындарга кандай зал кенес бере аласыздар? Желаетльно с тренером и чтобы цены не кусались,ru,neutral,0.8461,rubert-tiny2,16,222.4
7144,7235,"Достар, today в 19:30 lecture Туралина. Где можно найти ссылку?",ru,neutral,0.8234,rubert-tiny2,10,178.2
7145,7236,"как переехала в алмату чувствую себя очень одиноко уже class лет. у меня есть друзья, мне есть с кем пообщаться, провести время, но таковой настоящей дружбы, о которой я все еще мечтаю нет. всегда запаска, и никогда не приоритет. у моих друзей есть с кем проводить праздники, вижу как они хорошо проводят время, а я всегда одна, и я очень сильно завидую что у них есть кто-то, кто их любит, а они их. я пытаюсь делать вид, что все хорошо и меня все устраивает, но в глубине души это расстраивает меня больше всего. я не знаю, может мое время еще не пришло? я не знаю сколько времени я еще буду отшельничать",ru,positive,0.6042,rubert-tiny2,111,609.2
7147,7238,в жастар пиво продадут если нет 21?,ru,neutral,0.9278,rubert-tiny2,7,197.8
7148,7239,Сука Азамат менеджменттан 2 курс в очках катыным болш отинем,ru,neutral,0.7559,rubert-tiny2,10,334.2
7149,7240,"было ли у вас такое, что вы просирали normal тичера, из-за того, что другой teacher ставил хуевое время Каликбергенова Роза не в тему teacher",ru,neutral,0.7466,rubert-tiny2,24,316.6
7150,7241,"Эти квота боты по типу sdu комекши актуальные? Правда ли, что если там показывает свободную квоту, то квота в самом деле свободна?",ru,neutral,0.8296,rubert-tiny2,22,253.4
7151,7242,Дорожка когда поступит?,ru,neutral,0.8839,rubert-tiny2,3,249.2
7152,7243,"что за дорожка, обьясните?? кому оно поступит",ru,neutral,0.9306,rubert-tiny2,7,261.2
7153,7244,привет всем создатель оригинального sdu ангиме на связи😉 как дела? как с учебой у вас?,ru,neutral,0.8209,rubert-tiny2,15,274.0
7154,7245,Степ қашан түсед достар,kk,positive,0.6559,rembert-issai,4,220.8
7155,7246,Ақмарал Жармагамбетова апай мде003 қандай апай?,kk,positive,0.6622,rembert-issai,6,271.4
7157,7248,Рамазан Апеков МО басы боспа?,ru,neutral,0.7823,rubert-tiny2,5,467.8
7159,7250,есть тут люди с других университетов?,ru,neutral,0.9526,rubert-tiny2,6,270.6
7160,7251,Арзан кітаптар қайда сатылады или кім оқығаг кітаптарын сатады ???,kk,negative,0.669,rembert-issai,10,196.2
7161,7252,"Если человек в сознательном возрасте путает правую и левую сторону, находясь в одной плоскости, то я имею право въебать ему?",ru,neutral,0.6012,rubert-tiny2,20,397.0
7162,7253,"Помогите,предположим что я хочу изменить свое расписание с помощью адд дропа но там уже все занято,у меня же не изменится мое старое расписание если я не буду ничего менять в адд дропе?",ru,neutral,0.5511,rubert-tiny2,32,195.6
7163,7254,"всем привет, у кого пористые волосы можете подсказать какими средствами пользуетесь? у меня на примете есть продукты, но хотелось бы услышать реальные мнения, а то с блогерами фиг поймёшь реклама или нет. особенно хотелось бы узнать про масла и кондиционеры",ru,neutral,0.8304,rubert-tiny2,40,198.8
7164,7255,В неделе Эдд дроп в деканат надо прийти с эдвайзером?,ru,neutral,0.7564,rubert-tiny2,10,208.2
7165,7256,"Гайс, посоветуйте сайты, где можно смотреть фильмы на Английском",ru,neutral,0.9604,rubert-tiny2,9,246.0
7166,7257,посоветуйте хороший сервисный центр по починке ноутбука в алмате пж,ru,neutral,0.7523,rubert-tiny2,10,177.2
