message_clean,suggestion,llm_category,responsible_dept,virality_score
Туркиш А2 другую книгу надо брать в библио? Первую сдать обратно?,взять другую книгу,academics,Библиотека,234.8
"Дш, футбол, волейбол алыпта, тернажерный залга кыре берсе боладыма, жане аптасына 3 рет барсада боладыма",изменить расписание спортзала,infrastructure,Общежитие,199.6
"бля 3 курс келп академик англ енді алдым. тоты айтжан алғам, normal ба ол кісі? силлабус жаза кетндерш и алдынғы семак куиздары болса тож. спасибо заранее🙌",дать силлабус и предыдущие квизы,academics,Деканат,177.2
"Добавили информацию по оценкам на наш сайт, что бы еще удобнее было выбирать тичеров не только по комментам. сайт: sduangme.ru + как миниапп у бота🥰 если будут ошибки предложения и тд пишите челу в закрепе",улучшение сайта и бота,infrastructure,IT департамент,1714.0
"Можно ли сменить учителя с помощью адд дроп,если например я хочу поменять учителя по турецкому",использовать адд дроп,academics,Деканат,191.6
"5 день как бросил сиги и пар. вроде норм, особо тяги нет. думаю это больше психологическая, нежели физическая зависимость. ибо когда я курил осознанно и знал что не собираюсь бросать, не мог и полдня продержаться без них. я к тому, что может кто то тоже хочет бросить, неважно что, у тебя получится, главное понять почему ты хочешь бросить, осознать причину. «сократить до 1 в день» и тд не канает. сразу сходу и все, иначе ты сам себя обманываешь. до смерти, все поражения - у тебя в голове😁",верить в себя,mental_health,,316.2
"Салам пацаны, остальным соболезную. Предлагаю поменять название чата ""Обиженные фемки отвечают на каждый анонимный высер"" 2.0",поменять название чата,humor,,678.6
"хватит уже ненавидеть друг друга и говорить, что у нас девушки или парни «не очень».Қолда бар алтынның қадірі жоқ демекші, вместо того чтобы постоянно искать друг в друге недостатки, давайте научимся замечать и хорошее. Не стоит, глядя на мужененавистниц и женоненавистников в комментариях sdu әңгіме, делать выводы обо всех людях в СДУ. Суть в том, что в комментариях чаще всего пишут те, кому реально нечем заняться в основном старшекурсники. Тем, кто говорит, что в sdu нет красивых девушек вы вообще с закрытыми глазами ходите ? 😭 Как девушка, могу сказать,что в sdu каждая вторая девушка невероятно красивая, умная и достойная. А тем, кто постоянно жамандайды парней в sdu просто перестаньте искать минусы в других. Начните замечать «мелкие» вещи, которые они делают. они придерживают двери, помогают носить тяжести , не отказывают в помощи. В sdu очень много умных, смешных и сильных парней. Вывод: везде есть хорошие, красивые, добрые и умные люди если только не искать вечно плохое😋",уважать друг друга,relationships,,868.8
"Дш дагы фитнеска квота ашылуы мумкынба, егер ашылмайтын болса сататын адам барма, коммга + койып кетындерш",продать квоту,dorms,Общежитие,202.6
"Достарики бірінші апта вообще келмеген едім универге, абсенс көп болып тұр оцениваться ететін сабақтарда. Осы эдд дропта алып тастауға болады ма как то абсенстарды? Расписание менять етпеймін бірақ идеальный расписание әрен құрған едім. Хеллпп🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",изменить систему учета посещаемости,academics,Деканат,178.4
"Китайский яз срочно! Мне нужно место у Алины тичер, я у Гульжа тичер. Давайте поменяемся🙌🏻",поменяться местами,academics,Деканат,223.0
"Кто хочет поменяться временами урока китайского у Гульжа teacher (тфл 255)? У меня дико неудобное время, Вторник 8:30, 9:30 и Пт 8:30. Есть желающие? Именно Гульжа teacher",поменяться временами урока,academics,Деканат,181.6
Ол адамды ұнатпай кетуді ойлама оны ойласаң ойлай бересің. Просто онымен жай сөйлесіп көр. Болса болады болмаса болмайды. Бірақ осы арқылы сен іштей жеңілдік әрі еркіндік сезімін алатын боласың✌️ [URL],просто поговори с ним,mental_health,,195.6
"Ребят, подскажите как восстановить студенческую карту? В блядском эдвайзинг деске даже не подсказали. И если не будет карты, я могу как то брать attendance на физре? К примеру попросить агая вручную записать мою айдишку? Или так уже не работает",уточнить в деканате,admin,Деканат,191.4
"Баема, спасибо большое! Не думала поработать в эдвайзинг деске?",работать в эдвайзинг деске,career,,211.8
"Кто хочет поменять турецкий? у меня Эмине Озкан, мне нужно чтобы пятница было свободно любой учитель",поменять учителя на другого,academics,Деканат,183.2
"После фильма “Горничная” у меня появился страх, что я могу выбрать не того человека. В голову пришла идея: сайт, где можно проверять парней по отзывам. Например, бывшие девушки могли бы оставлять отзывы о человеке. Чтобы этим мог пользоваться весь Казахстан. Потом девушки может решать доверять отзыву или нет.",создать сайт для отзывов о людях,mental_health,,604.8
"Насчет отзывов хорошая тема. Клянусь, иногда очень жалко потраченное время на девушку которая либо оказалась не интересной, не такой красивой как в инсте, либо между ног неприятный запах, либо тарелочница и тд. Очень много минусов бывает. Вот если бы у каждого человека были отзывы, все бы экономили время. Вот на сайте кыздарнет очь удобно. Там сразу отзывы отсчеты и так далее. Жалко что нет сайта со всеми девушками, где можно глянуть отзыв какая она.",введение системы отзывов,relationships,,490.2
"Обновление на сайте🥳 Теперь можете выставить предложение с обменом. Посмотрите из портала какую секцию вы хотите и при созданий укажите на сайте. Если нашли подходящий обмен, спишитесь через указанный контакт. Предложение будет стоять ровно 1 день, и в день можно создать только 3. sduangme.ru Хватит писать посты с обменом сюда!!",использовать портал и сайт для обмена,infrastructure,IT департамент,1872.0
"Data Visualisation and Storytelling что за урок, можно фидбэк",предоставить информацию об уроке,academics,Деканат,238.8
стоит ли дропнуть quality management мадину кенжегара и взять другой предмет с третьего курса? у кого то по quality был другой teacher кроме мадины?,дропнуть и взять другой предмет,academics,Деканат,224.8
Никто не хочет поменяться тарих болат агай со среды 14:30 на четверг 16:30? Пж,поменять пары,academics,,222.2
"кому там ии видео нужно было, могу помочь [URL]",помощь с видео,other,,187.4
"В Казахстане нужно запретить религиозное принуждение по отношению к детям не достигших 18 летнего возраста. Заматывать девочку в хиджаб, заставлять мальчика ходить в медресе не правильно.Родителям за законном уровне надо запретить радикализированную религиозность.Вы лишаете их развития ребенок должен учиться и формировать картину мира.Но это изучение начинается и заканчивается одной книгой.После чего напрочь лишая возможности мыслить.Мозг ребенка это чистый лист и вместо изучения этого￼",запретить на законодательном уровне,other,,637.4
"[URL] Бірақта ол әлі студент екенін ойдан шығармаған жөн деп санаймын. Без богатых родителей ухаживать очень сложно. Да и никто не отменял подработок и тд тп. Но ему деньги нужнее. Әйелдер қауымы жасайтын қателіктің бірі - жас баладан әкелеріңіз жасаған уходты күту. Ол бала әлі толыққанды аяққа тұрмаған. Ол сіз үшін жұмыс істеп ақша таба алады, бірақ ол болашақ нан емес екенін ойдан шығармаған жөн. Оған қазір мамандық иесі болып карьера бастау ең жоғарғы приоритет. ""Қалаған бала не қылсада жасайды"" тұжырымы ол шын, бірақ ол ауыр тема деп санаймын. Не у всех есть опора, не у всех есть подушка безопасности",необходимо самому ухаживать,relationships,,292.4
"[URL] Прекол в том, что у меня в мудле их даже нет. Может появится после адд дропа? Не уточняли тичеры?",уточнить у преподавателей,academics,Деканат,175.4
СДУШНИКИ КТО ТО ШАРИТ ЗА ЖАНУЛЬКУ?? чеза аншлаг по билетам в Ате??? Есть ли тут перекупы давайте пж договоримся🙏🙏🙏,договоренность о билетах,events,,211.6
Достар квмде мысалы 1 курстарда гпасы томен болып мысалы 2.5 чем то но казыр 3тен жогары не ыстеуге болады накты чтобы gpa котеру ушин,улучшить академическую успеваемость,academics,Деканат,178.6
"честно мне нравится такая тема как знакомиться в унике,с пацанами, с девчонками чтобы быть подружками пить чай вместе или учиться. так что смелее, и было бы круто если бы были такие интерактивы знакомств без кринжа",интерактивы знакомств,relationships,,471.8
"Очень странно что люди стесняются и даже боятся знакомится в ирл. Что вам сделает этот человек? Возненавидет вас? Максимум скажут что они в уже в отношениях или не хотят знакомиться. Если вы боитесь причины по которой они не хотят с вами знакомится, это ведь не ваша вина. Вы просто подошли и познакомились, just trying to shoot your shot, that's all. No one's dead or robbed. Главное можете спать спокойно, а не жалея что так и не познакомились. Никогда не видела чтобы ответили ""Фу, отойди от меня, как с тобой вообще можно знакомиться?"" Максимум в каких то американских сериалах про high school. Никогда не бойтесь этого, будьте уверены в себе, но не перестарайтесь и не будьте слишком настойчивы.",не бояться знакомиться,relationships,,502.0
"мен именно орыс тілімен проблема жақсы түсінемін но сөйлеу қиын(ондай ортада өспегенен өзімде қызықпадым). Соның кесірінен біраз возможность тан қалып қалып жатырмын, жұмыста қиналып қаламын. Не істеуге болады курстар барма оқитын или советтер ?",курсы или советы,mental_health,,223.2
Можно сделать петицию об устанвоке пианино в сду? Я буду играть на нем every day,установить пианино,infrastructure,,473.6
"TFL-щики 3 курс!!! У кого ведет Асем Когабаева, у кого есть на нее жалобы? Хотим обратиться в деканат по поводу ее отношения к студентам. Оставьте пожалуйста комменты",обратиться в деканат,teachers,Деканат,642.2
"Братья H блоктан koton курткамды біреу алып кеткен сияқты.Свои куртки чекните и шатастырып алғандарынды байқасандар обратно положите. Описание:Қара,весенний,две class карманов",проверьте свои куртки и верните,dorms,Общежитие,182.2
[URL] F105 деген кабинетке барып мудлмен проблема десең көмектесетін еді. Мен сонда барғанмын. Немесе advising desk-тен сұра.,обратиться к мудлмен или advising desk,academics,Деканат,240.4
А в арт клаб нужно что-то по типу кастинга для вступления и ксли нужно то какой он,ввести кастинг,events,,237.2
"[URL] удалите прошлое сообщения что я парень, я девушка. санжар вернись пожалуйста",удалить прошлое сообщение,admin,Административный отдел,168.8
"Дофига студентов в унике не с Алматы, краткий гайд по каскелену который может вам помочь: Оптовый магазин недалеко от где приемлимые цены и есть не только продукты но и ход товары. Там довольно дешево, olja- Olja [URL] Место где можно сдать флюру или любой другой анализ, БРАНТ - Барибаева улица, 67а [URL] Каскеленский базар, там отличные цены! Рынок достар - Проспект Абылай хана, 70а/2 [URL] Отличный тренажерный зал, сновым оборудованием, один из лучших в Каскелене! Kaktus fit - Kaktus Fit [URL] Самый вкусный шашлык, просто офигенный - Аубая Байгазиева улица, 202 [URL] Отличное место где можно поучится и на прямую доехать на 230 прям с универа, вайфай, вкусный кофе, все условия - ZEBRA COFFEE [URL] Если есть какие то вопросы пишите в комменты, обязательно подскажу ❤️",гайд по Каскелену,other,,3144.2
"Давайте не желать друг другу зла и общаться уважительно. Можно не соглашаться и при этом спокойно поправлять друг друга. У каждого есть своё мнение, и обсуждать его стоит без перехода на личности",уважать мнения,relationships,,332.2
пусть магаз в sdu продолжит закупаться колой зеро это охуенно друзья,закупаться колой зеро,food,AC Catering,578.4
"Достар порталда номерімді дұрыс емес жазып қойыпты, өзгертсе болама және ол бір затқа әсер ете ма?",изменить номер,admin,Административный отдел,201.8
"СДУ-да (дымбыра клабтан болса күшті болар еді) домбыра тартып үйрететін адамдар бар ма, айына қанша аласыңдар? Үйренгім келіп жүр😭😭😭",домбыра клабтан болса,other,,301.6
"Всем привет! Хотим создать компанию друзей, вместе ходить гулять, в кино, кафе, бары, горы 🤣 И девочки, и мальчики, будем весело проводить весенний семестр (Если что мы 3 курс) Пишите в комменты)))☺️😚 создадим группу",создать группу,relationships,,579.2
gym club ашсам кім кіреді ? Ашу үшін не істеу қажет,ашу үшін не істеу қажет,infrastructure,,224.4
"Дорогие дамы, не принимай эти оскорбления от парней по поводу ""лишнего веса"" на свой счет. Оскорбляют обычно те, у кого куча своих комплексов и проблем с самооценкой и те самые ""инцелы"", которые злятся на весь мир. Реально уверенный в себе мужчина с нормальным мужским здоровьем и либидо ценит женщину за её энергию и вайб, а не бегает с линейкой. Для него важна привлекательность в целом, а не цифры на весах. Вы прекрасны в любом обличии. Тем более во всем виноват интернет, именно он затуманил всем ""стандарты красоты"". На самом деле их не существует и все девушки прекрасны, просто дети пересмотрели фильмы для взрослых..",игнорировать оскорбления,mental_health,,530.8
"Хватит загоняться, парни. Откуда у вас столько говна в голове? Женское внимание — это самая доступная и дешевая вещь, которую вы только можете получить. Смещайте ваш фокус на что-то более стоящее.",сместить фокус,relationships,,277.2
[URL] Хочу доп. вопрос. Летом можно ретейки закрыть и до начало семестра попробовать подать на вакантные гранты?,закрыть ретейки летом,scholarship,Финансовый отдел,192.2
"Ляя, заебали огромные посты писать. Давайте покороче, мне тт листать ещё нужно",писать покороче,other,,528.6
"Ей ептваиматтар автобусқа кірген кезде рюкзактарынды шешіп қойындарш, 2і адамнын орын алмай турасындар рюкзактарымен бетке такалып",аккуратно с рюкзаками,other,,525.6
этот 2fa зайбал можно ли как то убрать или отключить эту хуйню,отключить 2fa,infrastructure,IT департамент,203.4
Так и не могла найти прям такого друга/подругу в универе. Попробовала пообщаться с некоторыми но получается только по поводу учебы общаться. Вот я хочу вместе посидеть поболтать и много чего но не могу найти никого вечно одна хожу. Я бы приготовила нам много чего что бы попить чай в кантине вместе(и так каждый день много чего готовлю так что не проблема с этим) но из за того что вечно одна сижу и ем чувствую себя изгоем🥲,организовать встречу в кантине,relationships,,623.4
"мәәә қыздар туалетке кірерде сәл болсын тазалықты ұстанайықшы🙏🏻 масқараа ғой, қай блокқа кірме барлық кабинкаларында то ли туалетная бумага (қолданылған) жерде жатқан, унитаздың беті мен сырты туралы вообще молчу сол жерді тазалайтын апайларды сәл болсын құрметтесеңдер болады ғой жай ғана арттарыңнан жинастырып, сүртіп кетсеңдер қолдарың түсіп қалмайды",уважать уборщиц и поддерживать чистоту,dorms,Общежитие,928.0
12.02 кеше ф301де 2:30-4:30 аралыгында тайпси зарядка калып калды кабинетте. 4:30-5:30 аралыгында MDE 166 Еntrepreneurship сабагы болды. Сол кезде зарядканы корсендер/алсандар кайтара аласындар ма пожалуйста чехолында бантиктары бар еди,вернуть зарядку,dorms,Общежитие,193.4
Можно же использовать самого дайвинчика просто как город что то общее написать,использовать ChatGPT,other,,205.4
"Естественно, есть определенного рода предпочтения. Это хорошо, что человек может прислушиваться к просьбам людей В чем проблема была это в комментариях написать, а не в предложку закидывать 🤣 Я не пытался кого-то унизить в посте, я лишь намекнул, что некрасиво кидать людей перед праздником лишь бы не тратиться. Это ведь детский поступок 🤔",писать в комментариях,relationships,,228.4
осы чатташе оздерыннын проблемаларынды жаза бермей кымнын кесырынен бул проблема пайда болды соган жазып шешсендерш сал пал ми болса,писать о проблемах,other,,690.6
"1–2 курсы, у кого есть физра! Я студентка третьего курса, могу ходить за вас на занятия по физре и отмечаться. Если вам лень или нет времени - пишите, договоримся.",помощь в посещении занятий,relationships,,317.4
"[URL] Я сама кыргызка, и для начала хотела бы отметить, что корректно говорить кыргызы, а не киргизы. Лично я с нашей стороны не замечала системной ненависти к казахам. За время жизни в Казахстане у меня был разный опыт, но я считаю неправильным делать выводы обо всём народе по отдельным людям. Мы в любом случае братские народы, и раздувать такие темы бессмысленно, в любой нации есть отдельные люди, которые ведут себя агрессивно, но это не показатель для всех.",,relationships,,366.4
"[URL] Just write to her.Our life is a short and there is no time for regret.Maybe she is also waits you ,but be kind next time( Ghosting is the most disrespectful thing.Just try to be honest and don’t make it worse.",быть честным и не игнорировать,relationships,,189.6
"Если у вас айфон и не показывает электроник аттенданс, надо выйти с сафари, зайти в любое приложение, обратно зайти в сафари и уже attendance будет показываться",выйти и зайти в сафари,infrastructure,IT департамент,333.2
кудай ушн аяктарын сынык болмаса и 3 этаж котерлмесендер лифтпен котты кысып лестницамен мининдерш ходячий проблема бомай,использовать лестницу,infrastructure,Общежитие,664.2
"Весна пришла, может вы сможете поставить эту аватаку😇 я буду очень рад",поставить аватаку,humor,,525.6
"в большинстве случаев у красивых девушек нет партнера потому что как и вы многие думают ну раз она такая красивая то полюбому есть парень, поэтому делайте перемены в своей жизни",делать перемены в жизни,relationships,,373.2
"Всем не советую иметь краша в университете, и не пытайтесь с ним заобщаться. Либо заобщайтесь пока он не твой краш, потому что в пике чувств отказ или безразличность еще больше ухудшит твое представление о себе, и еще видеть его. Как клеймо, даже если ты уже остыла, сама мысль что он думает что ты до сих пор obsessed w him, не из приятных чувств. Да его мысли это его проблема и тд, но минус аура есть же🌷🌷🌷",быть осторожным,relationships,,333.2
"Азаматтық құқық мүліктік және мүліктік емес құқықтар Сол бойынша:бала құқықтары бойынша кейстер (Әрекет-қабілеттілігі жоқ болуы немесе шектеулі балалар туралы) Юристтер осыған кейс жасап көмектесіндерші🤣 элективка пән еді , басқа түк келмей жатыр",помощь юристов,academics,Деканат,287.8
"нечаянно заказала в апорт вест, поддержка отказывает в отмене. если кто-нибудь рядом, можете забрать и поесть 🙏🏿",забрать и съесть,food,AC Catering,479.6
"Кыз сындыруга совет сураган бала, просто жанына барып как есть так и скажи и познакомься. Или подругаларынан сол кыздын инстасын сура уялсан",подойти и познакомиться,relationships,,268.6
"Если серьезно, то смеяться над тем, что чел рассказывает о своих переживаниях и в целом выговаривается это стрем. Помню как друг повесился и никто его и не остановил, хотя он прямо говорил об этом. Если видите, что кому то тяжело длительное время то предложите руку помощи реально, вдруг вы последний человек с кем он контактирует",предложить помощь,mental_health,,702.0
"если на сайт добавить даты рождения студентов? только день и месяц, без года. я думаю это сильно не повлияет, но зато можно будет поздравлять друзей с днем рождения",добавить даты рождения,other,,412.0
"[URL] да, просто нужно нажать кнопку «Продолжить» или «Смотреть анкеты»",нажать кнопку Продолжить,other,,214.0
"Предложение к создателям сдувинчика, добавьте возможность отправить открытку как и в Даивинчике. Там типо ты лайкаешь и одновременно скидываешь текст",добавить отправку открыток,other,,441.0
"жата, еще одна ваза нужна today плиис🙏🏼🙏🏼🙏🏼 кто нибудь",купить еще вазы,infrastructure,Административный отдел,247.0
"Еще 1 идея для создателей Сдувинчика. Мб добавите модерацию или какую нибудь проверку фото человека. Что бы как есть фото человека было, а не черный фон или аниме. Без этого я не думаю что есть смысл этого сдувинчика. Там все сидят и не хотят себя палить.",добавить модерацию фото,other,,471.2
"Еще 1 идея для создателей Сдувинчика. Мб добавите модерацию или какую нибудь проверку фото человека. Что бы как есть фото человека было, а не черный фон или аниме. Без этого я не думаю что есть смысл этого сдувинчика. Там все сидят и не хотят себя палить. даа, там кто-то может рандомного чела поставить, жб а эт нихуя неинтересно",добавить модерацию или проверку фото,other,,412.6
"Готе мини конкурс на лучший тг канал сдушника. Все у кого есть тг канал пишет «точка» а остальное оценят. У кого будет больше всего рейтинга получит уникальный тег в этом канале sdu Ангме. Админы, выж это оформите?)",оформить конкурс,events,admin,231.2
Қазақ тілі ережелерін қалай тезірек жаттауға болады? Грамматикалық қате болмау үшін. Хобби ретінде манхва қазақ тіліне аударамын соның сапасың жақсартайын деп едім,переводить манхва на казахский,other,,214.8
Здесь есть фанаты квизк? Давайте общий чат откроем,открыть общий чат,events,,256.4
"Я сейчас нахожусь в больнице, никто не может привезти мне вещи и еды Это слишком нагло будет если я открою сбор в этом канале? Просто если кто-нибудь может просто что-то привезти, то была бы очень признательна, ведь я поняла что попала в ситуацию где мне нужна помощь, а близкие не хотят помогать",открыть сбор или привезти вещи,mental_health,,667.0
"Админы, как на счёт проведения мероприятий, конкурсов?",проведение конкурсов,events,Административный отдел,232.6
"Привет! Я хотела перейти на тариф easy и при попытке перевести мой номер тele2 на esim процесс завис на 95% и не завершился. Теперь мой номер вообще не отображается, хотя сим карта вставлена в телефон. В приложение тele2 тоже не могу зайти. Номер мне очень нужен. Как можно восстановить его?",восстановить номер,infrastructure,IT департамент,190.4
неге осы 3 этаждан 1 ге түсу үшін горка жасамайды екен,установить горку,infrastructure,Административный отдел,848.6
"Достар, если я сейчас предмет дропну,он уже плаино дропаться будет?нельзя ли как-то бесплаино его сейчас дропнуть?",бесплатный дроп,academics,Деканат,219.6
"если украли телефон напишите заяву и в е отиниш тоже, там дела будет висеть пока телефон не найдут. не отзывайте заявление когда будут просить.",напишите заявление и в ЕОТИНИШ,other,Служба безопасности,176.8
"[URL] Сколько лет ежу на этом автобусе, ни разу у меня не пиздили. Просто я в отличие от тех у кого украли, проявляю хоть капельку внимательности ко своим вещам и не витаю в облаках. Храню не в легко доступных карманах а там где в случае попытки кражи я минимум заметил бы. Будьте внимательны к своим вещам, дебилы.",будьте внимательны к своим вещам,relationships,,183.4
"Достар может массово заявление напишем про пропажу телефонов как то соберемся что ли те кто пострадали, примерный маршрут обычно где он ворует и описание вора у нас есть же, вроде у всех один и тот же чел крадет какой то длинный 185-190см таджик чтоли темный+рыжий немного, задержать же должны если по камерам пруфы найдут, если помните какой автобус и примерное время кражи",написать массовое заявление,other,Служба безопасности,537.2
"У кого нибудь есть фломастер/карандаш,срочно керек боп тур еді,взамен на шоколад🤗",обмен на шоколад,other,,204.2
"Жыгыттер, кошеге шыкканда всегда с собой берите айдишку. Менттарга внатуре похуй, жок болса колыннан устап алып кете береды Телефоннан корсетем ау мау деген не канает, по опыту говорю",всегда носить студенческий с собой,admin,Служба безопасности,393.2
"девочки, перестаньте додумывать за кого то. принимайте действия (особенно парней) прямо, объективно. лишь действия говорят о парне открыто. все слова - лишь слова",принимать действия объективно,relationships,,610.0
"[URL] Чел который в коменте под этим постом пишет перейти в лс это тебе. Я не тот кто писала но скажу так, имей уважение к другим. Если вы мешали другим людям то извинись и не позорься. Если хочешь пояснения за слова сначала за свои действия отвечай",извиниться и взять ответственность,relationships,,503.8
го скинемся на освежитель воздуха в релакс рус,скинуться на освежитель,mental_health,,469.4
Заебали дрочить в туалете. Хотя бы звук по тише делайте,уменьшить звук,dorms,Общежитие,740.6
"Почему все парни боятся познакомиться с девушкой? тут очень много комментов по типу мне понравилась девушка с черными волосами т.д. просто подойти и познакомиться сложно что ли? Не тормозите подходите и спрашиваете если отказали, то ничего страшного это лучше чем ходить и гадать есть ли у нее парень или нет.",просто подойти и познакомиться,relationships,,615.2
"[URL] первую очередь, попробуй как то забрать у него телефон ( убежишь в туалет чтоли) удали и выйди из всех приложений, или у себя ж девайсты удалить можно ж) а затем, бросай этого мальчугана и не ломай себе жизнь хочу поделиться со своей историей. у меня тоже недоотношений были. он ради меня в Алматы поступил, ради меня в Касик приежал. но потом я его бросила, после 2 месяца как начался учебный семестр(1 курс ноябрь или октябрь) везде его заблокировала, удалила и тд. но оказывается через какой то срок он написал маме, со словами: «можете ей не говорить, что я вам написал. но она меня заблокировала, я ее до сих пор люблю,ради нее на все готов» и тд. и мама спросила у него «и что ты от меня хочешь», а он не знаю деп былжырап короче. в итоге мама тоже его заблокировала, ведь папа корсе битти гой🤣. хотя я маме про него вообще не говорила. в итоге сказала ,что он ухаживал, мен ушин Алматы тусти, но в итоге в наш город обратно переехал, так как не может учиться. ( УБТ он тоже хорошо набрал, потому что я сказала возможно начнем встречаться, если у тебя хорошее будущее будет, поступив в Алматы; вместе учились, заставляла его) и вот в чем прикол. мне тоже тогда было 17. в sdu поступила в 23году. и мои родители тоже такие строгие люди, которые категорический против чтоб я заводила отношения. но мама узнав посмеялась и адекватно приняла. сейчас я на 4 курсе и уже 4х парней поменяла чтоли🤣 возможно скажете ш-общительная, но пох. главное себя не потеряй, и чтоб даже родители не говорили, научись слышать себя",покинуть отношения,relationships,,312.2
"Бля, вот реально, ребята, не драматизируйте. Будьте проще, относитесь ко всему проще. Познакомиться с кем-то это не конец света, и сейчас я собираюсь говорить не про мега базовые вещи, что «живем один раз» или «лучше жалеть, что сделал, чем не сделать и жалеть». Зачем вести себя как асоциальное чмо, когда все вокруг буквально такие же люди, как и вы. У вас те же два глаза, две руки и две ноги. Ничего страшного не случится, если вам кто-то понравился и вы подошли к этому человеку. Даже если вам откажут, стилл ничего страшного. Адекватный человек если вам и откажет, он сделает это нормально. Скажет, что есть партнер, или просто поблагодарит за то, что подошли, но он не ищет знакомств итд. Никто не станет вас высмеивать и оскорблять, никто не станет упрекать или хуесосить, вы просто сами усложняете себе жизнь, додумывая за левых ребят. Если вас кто-то и захуесосил, значит, этот человек вообще того не стоил и у него беды с башкой. Уважайте себя и свое время! Наоборот, если вы подошли, мне кажется, это уже признак смелого человека. Вы подошли, прямо спросили, хочет ли человек знакомиться или нет. Если хочет – классно! Если нет – ничего страшного, так бывает. В жизни без сложностей никак. Просто поймите, что у вас есть куча других проблем: учеба, бытовые дела, друзья, семья итд. Не держите в себе, не создавайте проблемы, которые можно легко решить и не морочить себе голову. В первую очередь любите себя. В наше время, вроде бы и просто, но вроде бы и так сложно! Знайте, если смогли подойти и познакомиться вживую, вы очень смелый. Большинство бы на такое пойти не смогли. Подруги или друзья рядом с человеком, которым вы хотите познакомиться, тоже не злодеи. Я class раз видела сама, как с моими друзьями знакомились передо мной, и все, что я подумала: «это мило! нужно иметь огромную смелость, чтобы подойти вот так». Короче, не бойтесь никого и ничего! Все у вас будет хорошо. Как говорится: «Қуған жетпейді, бұйырған кетпейді!» Также хочу поздравить всех девочек, девушек и женщин с их праздником. Девушки, вы прекрасны! Любите и уважайте себя, ставьте себя в приоритет, будьте любимы. Жизнь прекрасна, дай Бог нам всем ощутить счастье и радость. Пусть проблемы обходят стороной, а мечты и надежды сбываются. Надеюсь, каждая из вас проведет эти чудесные дни так, как хотела, и получит все, что желала 🥹❤️",быть проще и открытыми,relationships,,807.0
